BPČ/8894,AFD,1997,Príspevok ku koncepcii univerzitných informačných služieb, - 1997.,"[LAVRIN, Anton]",0,[]
BPČ/8902,AFD,1997,Počítačová sieť Technickej univerzity v Košiciach TUNET a počítačová sieť akademických pracovísk v Košiciach CANET, - 1997. - ISBN 80-7099-313-8.,"[GUSPAN, Dezider - ŠANDREJ, Ján - GERDA, Peter]",0,[]
0015878,AFD,1998,Súčasnosť a perspektívy výučby humanitných disciplín na Technickej univerzite v Košiciach, - 1998.,"[KAČMÁRIKOVÁ, Eva - POLANOVÁ, Nataša]",0,[]
0015880,AFD,1998,Dopad transformačných zmien na spôsob života a hodnotové orientácie človeka, - 1998.,"[POLANOVÁ, Nataša - KAČMÁRIKOVÁ, Eva]",0,[]
0015889,AFD,1998,Using bayes classifier in image data classification from remote earth sensing, - 1998.,"[OCELÍKOVÁ, Eva - KRIŠTOF, Ján - KOČIŠ, M.]",1,[]
132845,AFD,1998,Primárna prevencia drogových závislostí v systéme Pedagogicko-psychologickej poradne pre stredné školy v Košiciach, - 1998.,"[JENČOVÁ, Anna (100%)]",0,[]
83824,AFD,1998,Vplyv opotrebenia nástroja na zmenu rezných síl pri sústružení, - 1998.,"[MAŇKOVÁ, Ildikó (50%) - SALANCI, Slavomír (50%)]",1,"['2004  [4] IŽOL, P.: Predikcia napäťových pomerov v reznom kline pri voľnom rezaní. In: Acta Mechanica Slovaca. Roč. 8, č. 2-B (2004), s. 155-160. ISSN 1335-2393.']"
0011485,AFD,1999,Potreba vzdelávania pracovníkov v organizáciách, - 1999.,"[HURNÁ, Soňa - ŽELEZNÍK, Ondrej - LAVRIN, Anton]",0,[]
0011487,AFD,1999,Elektronická podpora dištančného vzdelávania, - 1999.,"[ŽELEZNÍK, Ondrej - LAVRIN, Anton - HURNÁ, Soňa]",5,[]
0011488,AFD,1999,Telecommunicatiom services and business process approach, - 1999.,"[HURNÁ, Soňa - ČIŽMÁR, Anton - LAVRIN, Anton - JAKAB, František]",0,[]
0014868,AFD,1999,Niektoré poznatky z prevádzky spoločného experimentálneho a trainingového segmentu, - 1999.,"[ČIŽMÁR, Anton - LAVRIN, Anton - JAKAB, František - DOBOŠ, Ľubomír - JUHÁR, Jozef - LEVICKÝ, Dušan - KNIEWALD, Dušan - SZEPLAKY, L. - BUČKO, Marián - SIVÝ, Igor - FEDÁK, Viliam - SAMUELIS, Ladislav]",1,[]
0015487,AFD,1999,Washing machine drive fuzzy model, - 1999.,"[FEDOR, Pavol (33%) - PERDUKOVÁ, Daniela (33%) - FEDOR, Stanislav (33%)]",1,"['2002  [3] FETYKO, J., KRON, S.: Analytické a neurónové modely mnohokĺbových mechatronických systémov. In: SYMEP 2002. Liberec : TU Liberec, 2002. S. 68-74. ISBN 80-7083-612-1.']"
0015842,AFD,1999,Možnosti uplatnenia metódy globálnej výchovy a vzdelávania v podmienkach edukácie na TU, - 1999.,"[RAČKOVÁ, Mariana]",0,[]
64372,AFD,1999,"Integrované informačné systémy, problémy a stratégie ich tvorby", - 1999.,"[LAVRIN, Anton (50%) - ŽELEZNÍK, Ondrej (50%)]",0,[]
0011811,AFD,2000,Lifelong learning in higher education, - 2000.,"[LAVRIN, Anton - ORBÁNOVÁ, Iveta]",0,[]
0011831,AFD,2000,Poslanie E-komercie pri zabezpečení styku firmy so zákazníkmi a partnerskými organizáciami, - 2000.,"[LAVRIN, Anton - DELINA, Radoslav]",0,[]
0012875,AFD,2000,Vplyv kultúry organizácie na spôsob riadenia =, - 2000.,"[FEČÍKOVÁ, Ingrid - ELEŠOVÁ, Jana]",0,[]
0013220,AFD,2000,Dištančné štúdium v odbornej angličtine :, - 2000.,"[KNUTOVÁ, Gabriela]",0,[]
0013696,AFD,2000,Rozvíjanie zručnosti písať v odbornej angličtine na technických fakultách Technickej univerzity v Košiciach, - 2000.,"[KNUTOVÁ, Gabriela]",0,[]
0013807,AFD,2000,Cooperation between teachers of humanities and sciences at technical universities, - 2000.,"[ZVARIKOVÁ, Mária - JUŠČÁKOVÁ, Zuzana]",0,[]
0014236,AFD,2000,Query processing in spatial database systems, - 2000.,"[MANN, Peter]",0,[]
0015717,AFD,2000,Úloha estetiky v zdokonaľovaní myslenia a cítenia študenta Technickej univerzity =, - 2000.,"[HREHOVÁ, Daniela]",1,[]
0015719,AFD,2000,Podnikateľ a morálny reťazec hodnôt, - 2000.,"[HREHOVÁ, Daniela (100%)]",3,"['2009  [4] NAVRÁTILOVÁ, Daniela K otázke pojmu hospdárskej etiky In: K otázkam rozvoja osobnosti vysokoškoláka v procese humanizácie technologického vzdelávania : Zborník recenzovaných vedeckých prác S. 16 ISBN: 978-80-553-0225-6', '2010  [3] FLIMEL, Marián Ergonomic system and management  Of the light climate on workplaces In: Annals of Faculty Engineering Hunedoara Vol. 8, no. 3 (2010), p. 277-281 ISSN: 1584-2665', '2009  [3] NAVRÁTILOVÁ, D.: Etické kompetencie ako predpoklad moderného manažmentu. In: Ekonomické znalosti pro tržní praxi 2009 : mezinárodní vědecká konference : 9. a 10. září 2009. Olomouc : Univerzita Palackého, 2009. P. 281-285. ISBN 978-80-87273-02-9.']"
0015843,AFD,2000,Vysokoškolská mládež a jej postoj k drogám, - 2000.,"[RAČKOVÁ, Mariana]",0,[]
0015844,AFD,2000,Rozhodovanie ako esencia inteligencie a tvorivosti, - 2000.,"[RAČKOVÁ, Mariana]",1,[]
0016092,AFD,2000,"Kvalifikácia, vzdelávanie a sloboda profesnej kariéry", - 2000.,"[RÁC, Igor]",0,[]
132864,AFD,2000,Psychologické poradenstvo v podmienkach PPP a jeho budúcnosť, - 2000.,"[JENČOVÁ, Anna (95%) - IHNACÍK, Jozef (5%)]",0,[]
17743,AFD,2000,Auswahl von Fachtextsorten für den fachbezogenen Fremdsprachenunterricht, - 2000.,"[PAVLOVOVÁ, Janka]",0,[]
0011703,AFD,2001,Kto potrebuje dištančné štúdium?, - 2001.,"[KNUTOVÁ, Gabriela]",0,[]
0013961,AFD,2001,"Digitálne učebné prostredie a zmeny, ktoré prináša", - 2001.,"[KNUTOVÁ, Gabriela]",0,[]
0014451,AFD,2001,Web-based intelligent training and advice system in information and communication technologies for SMEs, - 2001.,"[LAVRIN, Anton (34%) - DELINA, Radoslav (33%) - GROHOL, Milan (33%)]",0,[]
0015046,AFD,2001,Multimédiá vo vyučovaní odbornej angličtiny, - 2001.,"[NEMČOKOVÁ, Viera - KOMOROVÁ, Ľudmila]",0,[]
0015346,AFD,2001,Internet innovation of distance education and I2DV, - 2001.,"[HARČARUFKA, Rastislav - HARČARUFKOVÁ, Katarína - ORBÁNOVÁ, Iveta]",0,[]
0015845,AFD,2001,Človek ako objekt a subjekt globalizačných tendencií, - 2001.,"[RAČKOVÁ, Mariana]",0,[]
0015848,AFD,2001,Príčiny ekologickej krízy a riziká panstva človeka nad prírodou, - 2001.,"[POLANOVÁ, Nataša - KAČMÁRIKOVÁ, Eva]",0,[]
0015849,AFD,2001,Trvalo udržateľný rozvoj - výzva tisícročia, - 2001.,"[KAČMÁRIKOVÁ, Eva - POLANOVÁ, Nataša]",0,[]
17746,AFD,2001,Fachtextsorte Werbung und ihr Einsatz im fachbezogenen Fremdsprachenunterricht, - 2001.,"[PAVLOVOVÁ, Janka]",0,[]
64611,AFD,2001,Informačné architektúry pre E-biznis, - 2001.,"[LAVRIN, Anton (34%) - ZELKO, Miroslav (33%) - ŽELEZNÍK, Ondrej (33%)]",0,[]
67377,AFD,2001,Vplyv životného prostredia na smrekové porasty v imisných oblastiach, - 2001.,"[BILÁ, Anna (60%) - ŠURINA, Igor (15%) - MÁJEK, Pavel (15%) - VRŠKA, Milan (10%)]",0,[]
0015992,AFD,2002,Vyučovanie odbornej angličtiny pomocou multimediálneho študijného balíka =, - 2002.,"[NEMČOKOVÁ, Viera]",0,[]
18341,AFD,2002,Performance of secondary school students in spacial imagination tests, - 2002.,"[ZVARIKOVÁ, Mária - JUŠČÁKOVÁ, Zuzana - PAVELOVÁ, Eva]",0,[]
21134,AFD,2002,K charakteru protidrogových preventívnych aktivít, - 2002.,"[RAČKOVÁ, Mariana]",0,[]
21307,AFD,2002,"The relationship between mathematics, decsriptive geometry and space imagination in students of technical universities", - 2002.,"[JUŠČÁKOVÁ, Zuzana (80%) - ZVARIKOVÁ, Mária (10%) - PAVELOVÁ, Eva (10%)]",0,[]
23076,AFD,2002,Dopad výstavby rýchlostnej komunikácie R4 na regionálny rozvoj košického a prešovského samosprávneho kraja, - 2002.,"[HUDEC, Oto (25%) - BILÁ, Anna (25%) - FEJOVÁ, Zuzana (25%) - DŽUPKA, Peter (25%)]",0,[]
44307,AFD,2002,Obohatenie výchovy o poznanie krásy, - 2002.,"[HREHOVÁ, Daniela (100%)]",4,"['2010  [3] POSPÍŠIL, Jiří, TAVEL, Peter Doplnkové a tématické štúdie In: Mádež, hodnoty a volný čas : knižná publikácia [ed. Pospíšilová ] P. 255 ISBN: 978- 80-7409-036-3', '2010  [3] PATER-EJGIERT, Natalia Search of an alternative to traditional art education In: Chudožestvennaja pedagogika 21. vek: opyt, problemy, innovacii : sbornik naučnych statij po materialam meždunarodnoj naučno-praktičeskoj konferencii posvjaščennoj chudožestvenno-grafičeskkogo fakulteta Kurskogo gasudarstvennogo universiteta P. 52 ISBN: 978-5-903219-41-4', '2011  [4] SOKOLOVA, Anastasia Communication and humanisation throught art In: K otázke podôb komunikácie v humanitnom vzdelaní na technických vysokých školách : zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 155-159 ISBN: 978-80-553-0715-2', '2009  [3] BILANČÍKOVÁ, Tatiana Osobitosti kontextov detskej recepcie ilustrácií - kvalitatívna analýza In: Sociálne a politické analýzy Roč. 3, č. 1 (2009), s. 270-467 ISSN: 1337-5555']"
44308,AFD,2002,Štart na zelenú na ceste za telesným pohybom, - 2002.,"[HREHA, Arnold (50%) - HREHOVÁ, Daniela (50%)]",0,[]
45874,AFD,2002,Rodina ako protektívny faktor v prevencii drogových závislostí, - 2002.,"[RAČKOVÁ, Mariana (50%) - ZVARIKOVÁ, Mária (50%)]",0,[]
25484,AFD,2003,Vplyv motivácie na výkonnosť pracovníkov a nastroj na odhalenie demotivujúcich faktorov v podnikoch, - 2003.,"[KUĽHAVÝ, Marián (80%) - RAČKOVÁ, Mariana (20%)]",0,[]
26279,AFD,2003,The method of input space fuzzification for DC drive fuzzy modelling, - 2003.,"[FEDOR, Pavol (40%) - PERDUKOVÁ, Daniela (40%) - FEDOR, Stanislav (20%)]",0,[]
43574,AFD,2003,"Regulačno-adaptačné mechanizmy, komunikácia a kultúra vyjadrovania v organizácii", - 2003.,"[RAČKOVÁ, Mariana (50%) - HREHOVÁ, Daniela (50%)]",0,[]
44293,AFD,2003,Humanizačná sila literárneho umenia, - 2003.,"[HREHOVÁ, Daniela (100%)]",1,"['2010  [4] RYBÁRIK, Jozef Humanitné a spoločensko vedné predmety a humanitná príprava technickej inteligencie v procese globalizácie In: Humanitné vedy a ich význam pri vzdelávaní a rozvoji kľúčových kompetencií študentov vysokých škôl technického zamerania : zborník recenzovaných vedeckých prác s medzinárodnou účasťou k 20. výročiu založenia katedry S. 232 ISBN: 978-80-553-0523-3']"
46844,AFD,2003,K niektorým aspektom vzťahu kultúry a etiky, - 2003.,"[POLANOVÁ, Nataša (50%) - KAČMÁRIKOVÁ, Eva (50%)]",0,[]
72987,AFD,2003,Spolupráca vo vzdelávacom procese na univerzite, - 2003.,"[PEŠEKOVÁ, Mária (100%)]",0,[]
73397,AFD,2003,Konfrontativ-kontrastive Darstellung der slowakischen und deutschen Gegenstandsmodelle in der Umweltschutztechnik, - 2003.,"[SORGER, Roman (100%)]",0,[]
29867,AFD,2004,"Vzťahy pedagógov a študentov na TU Košice - skúsenosti, praktici a pragmatici", - 2004.,"[RÁC, Igor]",0,[]
31415,AFD,2004,Model for education and training courses delivered by web-based learning, - 2004.,"[LAVRIN, Anton (25%) - MOJŽIŠOVÁ, Andrea (25%) - HOROVČÁK, Pavel (25%) - RASCHMAN, Róbert (25%)]",0,[]
32651,AFD,2004,Modelovanie rozhodovacích procesov v podmienkach neistoty - Reálne opcie, - 2004.,"[GLOVA, Jozef (50%) - GLOVOVÁ, Erika (50%)]",0,[]
32658,AFD,2004,Správa o stave podniku - Due Diligence Review, - 2004.,"[GLOVOVÁ, Erika (50%) - GLOVA, Jozef (50%)]",1,"['2007  [4] MIHÓK, J., JAHNÁTEK, Ľ. Strategický krízový manažment In: Strategický manažment v praxi manažéra S. 509-692 ISBN: 978-80-89291-04-5']"
39330,AFD,2004,Možnosti a motivácie študentov a doktorandov pri integrácii do EU, - 2004.,"[PEŠEK, Ladislav - PEŠEKOVÁ, Mária]",0,[]
43489,AFD,2004,Vysokoškolské vzdelávanie a metóda globálnej výchovy, - 2004.,"[RAČKOVÁ, Mariana (100%)]",6,"['2012  [4] DŽUPKOVÁ, Helena Výzvy pre politológiu v procese globalizácie In: Spoločenskovedné vzdelávanie na technických univerzitách a proces globalizácie : zborník vedeckých prác : Bratislava, 2012 S. 26-30 ISBN: 978-80-227-3726-5', '2012  [4] BIRKNEROVÁ, Zuzana Interpersonálne charakteristiky manažérov a pedagógov In: Sociálne kompetencie manažéra: teoretické, metologické a praktické koncepty: Prešov S. 35-40 ISBN: 978-80-89568-49-9', '2013  [4] BIRKNEROVÁ, Zuzana Celoživotné vzdelávanie - predpoklad kultivácie osobnosti In: Možnosti kultivácie osobnosti v technologickom veku : Košice, 2013 S. 93-101 ISBN: 978-80-553-1344-3', '2015  [4] BIRKNEROVÁ, Zuzana, FRANKOVSKÝ, Miroslav Vnímanie firemného vzdelávania a motivácia zamestnancov vzdelávať sa In: Manažment podnikania a veci verejných Roč. 10, č. 29 (2015), s. 39-47 ISSN: 1337-0510', '2008  [4] DŽUPKOVÁ, H.: Význam spoločenských vied v technologickom vzdelávaní. In: Úlohy technologického vzdelávania pri rozvíjaní ľudského faktora vo výrobných technológiach. Prešov: TU FVT, 2008. S. 30-33. ISBN 978-80-553-0053-5.', '2009  [4] HREHOVÁ, D., AGAFONOVÁ, M.: Humanizácia vzdelávania cestou rozvoja kľúčových kompetencií. In: K otázkam rozvoja osobnosti vysokoškoláka v procese humanizácie technologického vzdelávania: zborník recenzovaných vedeckých prác. Prešov: TU FVT, 2009. S. 68-72. ISBN 978-80-553-0225-6.']"
44292,AFD,2004,Komunikácia správnym smerom, - 2004.,"[HREHOVÁ, Daniela (50%) - RAČKOVÁ, Mariana (50%)]",2,"['2014  [3] KÁŠOVÁ, Martina Phraseologismen In Der Wirtschafts - Und  Wah Lwerbung In: Publicationes Universitatis Miskolcinensis  Philosophica Vol. 18, no. 3 (2014), p. 229–236 ISSN: 1219-543X', '2009  [4] KÁŠOVÁ, M.: Výpovedné akty v reklame. In: Podnikanie - inovácie - spoločnosť : No 2. Prešov : VŠMP, 2009. S. 348-355. ISBN 978-80-89372-16-4.']"
44295,AFD,2004,Aeshetics in the engineering education of the 3rd millennium, - 2004.,"[HREHOVÁ, Daniela (70%) - POPLAWSKI, Stanislaw (30%)]",3,"['2011  [4] SOKOLOVA, Anastasia Communication and humanisation throught art In: K otázke podôb komunikácie v humanitnom vzdelaní na technických vysokých školách : zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 155-159 ISBN: 978-80-553-0715-2', '2011  [4] PATER-EJGIERD, Natalia Visual Communication and Language as a Subject of Research in Language-related Fields In: Sociálne a politické analýzy Roč. 5, č. 1 (2011), s. 17-29 ISSN: 1337-5555', '2013  [4] PATER-EJGIERD, Natalia New literacy and its impact contemporary education In: Možnosti kultivácie osobnosti v technologickom veku : zborník recenzovaných vedeckých prác s medzinárodnou účasťou S. 188-191 ISBN: 978-80-553-1344-3']"
44341,AFD,2004,Pozitívny imidž - predpoklad úspešnej činnosti, - 2004.,"[HREHOVÁ, Daniela (50%) - RAČKOVÁ, Mariana (25%) - KUĽHAVÝ, Marián (25%)]",4,"['2009  [3] NAVRÁTILOVÁ, Daniela Fenomén dôvery v situácii človeka 21. storočia In: Člověk - dějiny - hodnoty 4  (jako filozofický, sociologický a politologický problém) P. 195 ISBN: 978-80-7368-725-0', '2010  [4] KÁŠOVÁ, Martina Iluzórny svet reklamy In: Cudzie jazyky, odborná komunikácia a interkultúrne fenomény II : medzinárodná vedecká konferencia : Prešov : 28.01.2010 S. 163 ISBN: 978-80-89372-19-5', '2010  [4] JURKOVÁ, Jana, FERENCOVÁ, Martina Marketingový manažment In: Marketingový manažment 142 s. ISBN: 978-80-555-0237-3', '2009  [4] KÁŠOVÁ, M.: Výpovedné akty v reklame. In: Podnikanie - inovácie - spoločnosť : No 2. Prešov : VŠMP, 2009. S. 348-355. ISBN 978-80-89372-16-4.']"
45867,AFD,2004,Fenomén zmysluplnosti života z pohľadu vysokoškolských študentov, - 2004.,"[RAČKOVÁ, Mariana (90%) - ZAHATŇANSKÁ, Mária (10%)]",6,"['2011  [4] BIRKNEROVÁ, Zuzana Rozvoj a vzdelávanie ľudských zdrojov ako integrálna súčasť personálneho marketingu In: Marketing a marketingová komunikácia : vybrané aspekty, pohľady, trendy S. 31-39 ISBN: 978-80-555-0277-9', '2010  [3] BIRKNEROVÁ, Zuzana, ŠPANIROVÁ, Jana Sociálna kompetencia ako predpoklad úspešného zvládania situácií v pracovnom procese In: MMK 2010 : mezinárodní Masarykova konference pro doktorandy a mladé vědecké pracovníky 2010 : sborník příspěvků z mezinárodní vědecké konference : 6. - 10. prosince 2010, Hradec Králové, Česká republika P. 411-421 ISBN: 978-80-86703-41-1', '2010  [3] BIRKNEROVÁ, Z., BARANOVÁ, M. Sociálno-emocionálne spôsobilosti v pracovnom prostredí In: MMK 2010 : mezinárodní Masarykova konference pro doktorandy a mladé vědecké pracovníky 2010 : sborník příspěvků z mezinárodní vědecké konference : 6. - 10. prosince 2010, Hradec Králové, Česká republika P. 422-432 ISBN: 978-80-86703-41-1', '2010  [3] BIRKNEROVÁ, Zuzana, FRANKOVSKÝ, Miroslav Social intelligence in the school context In: Tudományos Mozaik Vol. 7 (2010), p. 219-229 ISBN: 978-963-88162-5-2', '2011  [3] BIRKNEROVÁ, Zuzana Vnímanie učiteľa v sociálnom kontexte školy In: ORBIS SCHOLAE Vol. 5, no. 1 (2011), p. 95-105 ISSN: 1802-4637', '2010  [4] JANOVSKÁ, Anna, BIRKNEROVÁ, Zuzana Self-esteem, Social Intelligence, Personality and Their Interrelationship among Students of Management In: Management 2010 : Konwlede and management in times of crisis and ensuing development : Part 1 S. 741-750 ISBN: 978-80-555-0257-1']"
45871,AFD,2004,Rizikové správanie študentov prvých ročníkov košických vysokých škôl, - 2004.,"[SALONNA, F. (20%) - RAČKOVÁ, Mariana (20%) - OROSOVÁ, O. (20%) - MADARASOVÁ GECKOVÁ, A. (20%) - JARČUŠKA, P. (20%)]",0,[]
46664,AFD,2004,Kultúra ako faktor aktivizácie človeka v európskom integračnom procese (Filozofické prístupy k analýze človeka), - 2004.,"[KAČMÁRIKOVÁ, Eva (100%)]",0,[]
46671,AFD,2004,Filozofia a veda v kontexte kultúry, - 2004.,"[KAČMÁRIKOVÁ, Eva (50%) - POLANOVÁ, Nataša (50%)]",0,[]
46772,AFD,2004,Výchova k národnej identite a mobilite, - 2004.,"[DŽUPKOVÁ, Helena (100%)]",0,[]
46791,AFD,2004,"Europeanizácia"" národných identít", - 2004.,"[DŽUPKOVÁ, Helena (100%)]",0,[]
46826,AFD,2004,Človek a kultúra, - 2004.,"[POLANOVÁ, Nataša (100%)]",0,[]
46833,AFD,2004,O výučbe filozofie na Technickej univerzite v Košiciach (súčasný stav a perspektívy), - 2004.,"[POLANOVÁ, Nataša (50%) - KAČMÁRIKOVÁ, Eva (50%)]",0,[]
46939,AFD,2004,Idea Slovanstva v súradniciach vývinu jazyka a etnicity v Strednej Európe, - 2004.,"[DŽUPKOVÁ, Helena (50%) - GEREMEŠOVÁ, Gita (50%)]",0,[]
46954,AFD,2004,Možnosti inovácie v pedagogickej komunikácii, - 2004.,"[PEŠEKOVÁ, Mária (100%)]",0,[]
47333,AFD,2004,Výučba nemčiny pomocou počítačového programu =, - 2004.,"[BICÁKOVÁ, Jana (50%) - SEMANOVÁ, Hedviga (50%)]",0,[]
47338,AFD,2004,Multimediálna výučba nemeckého jazyka v projekte Agrolang, - 2004.,"[SEMANOVÁ, Hedviga (50%) - BICÁKOVÁ, Jana (50%)]",0,[]
48127,AFD,2004,Wirtschaftsdeutsch - Fachsprachenprüfung, - 2004.,"[PAVLOVOVÁ, Janka (100%)]",0,[]
48139,AFD,2004,Anleitungstexte im Deutschunterricht, - 2004.,"[PAVLOVOVÁ, Janka]",0,[]
48319,AFD,2004,K alternáciám v slovenčine a angličtine, - 2004.,"[CZÉREOVÁ, Beáta (50%) - ŠIMON, František (50%)]",0,[]
48615,AFD,2004,Bemerkungen zum Ubersetzen und Schreiben in Bezug auf den Deutschunterricht an der Wirtschaftsfakultät der TU in Košice, - 2004.,"[BRÖSTLOVÁ, Erna (100%)]",0,[]
49135,AFD,2004,Prečo UNICERT - alebo ako zvyšovať kvalitu cudzojazyčnej kompetencie na nefilologických fakultách na Slovensku, - 2004.,"[KNUTOVÁ, Gabriela (100%)]",0,[]
57324,AFD,2004,Šport a média, - 2004.,"[HLAVÁČOVÁ, Darina (100%)]",0,[]
57903,AFD,2004,Kvalita pracovného života vysokoškolských učiteľov, - 2004.,"[ZVARIKOVÁ, Mária (50%) - RAČKOVÁ, Mariana (50%)]",6,"['2012  [4] Projekt Spoločnosti pre trvaloudržateľný život, odbočka Biele Karpaty Manažment udržateľného rozvoja Sociálne aspekty udržateľného rozvoja In: Návrh edukačných modulov dištančného vzdelávania Manažment udržateľného rozvoja', '2010  [1] PAŠKOVÁ, L., VALIHOROVÁ, M. Life satisfaction of Slovak Teachers Depending On The School Type In: New Educational Review Vol. 20, no. 1 (2010), p. 157-172 ISSN: 1732-6729', '2010  [4] PAŠKOVÁ, Lucia Životná spokojnosť učiteľov na Slovensku In: Zdravá škola S. 508-516 ISBN: 978-80-557-0111-0', '2008  [4] PAŠKOVÁ, Lucia, VALIHOROVÁ, Marta Životná spokojnosť ako prediktor kvality života In: Technológia vzdelávania Roč. 16, č. 9 (2008), s. 4-6 ISSN: 1335-003X', '2015  [4] ZIBRÍNOVÁ, Ľubica, - BIRKNEROVÁ, Zuzana Myslenie v kontexte kognitívnych omylov In: Myslenie v kontexte kognitívnych omylov. S. 134 ISBN: 978-80-8165-132-8', '2008  [4] GÁBOR, V., PUDLO, P.: Riešenie konfliktov ako jeden zo spôsobov zlepšenia kvality pracovného prostredia. In: DOCTUS 2008 : Zborník príspevkov z medzinárodnej vedeckej konferencie : Bratislava 28. októbra 2008. S. 5-11. ISBN 978-8088954-45-3.']"
